"geometry","juridique","pdipr","nom_commun","deliberati","nom_juridi"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[299445.190781344,6851834.559883876],[299444.460756153,6851770.446159079],[299443.546451547,6851716.877296595],[299442.712229803,6851669.483899189],[299441.296242934,6851620.596167081],[299438.857261667,6851560.174002854],[299437.464326065,6851503.04127864],[299436.002045787,6851448.447521411],[299433.698628432,6851389.953051163],[299433.557478307,6851372.555151914]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","Chemin des moulins a vent"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[299433.557478307,6851372.555151914],[299455.767406524,6851371.805319953],[299492.034718053,6851370.591658894],[299492.034699353,6851370.590845142]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","CR 18 rue des Moulins"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[299489.783761754,6851218.788121777],[299489.783740726,6851218.785529911],[299511.534793516,6851218.609060994]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","Chemin du bas de la Garenne"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[299851.593666194,6852024.081331974],[299844.229285597,6852047.60631932],[299837.40953713,6852068.048824646],[299837.021143868,6852075.607222865],[299840.073563624,6852085.995906599],[299850.847022655,6852116.819052964],[299851.4001452,6852125.868869658],[299847.5287944,6852143.878969925],[299841.788658382,6852171.748040601],[299833.98666947,6852196.765644413],[299830.699091533,6852212.822235005],[299830.807815659,6852226.222923632],[299828.800547052,6852233.794457253],[299825.83425001,6852237.716072365],[299822.416624601,6852237.743800655],[299817.331721158,6852231.818808642],[299803.252785143,6852218.541458338],[299786.225288951,6852207.676528242],[299777.708753395,6852203.748139726],[299771.203273643,6852203.800920522],[299765.253228836,6852205.797969124],[299757.289653075,6852210.899411669],[299742.916796848,6852220.520044553],[299724.174883911,6852238.540863374],[299710.670144776,6852251.692227699],[299710.668680886,6852251.693775366]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","Chemin des Clos Pestel"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[299710.668680886,6852251.693775366],[299696.37185861,6852266.808798252],[299674.123635048,6852292.403318894],[299648.148476132,6852294.682759167],[299604.916340674,6852298.461352527],[299589.926084389,6852300.639945787]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","Chemin des Clos Pestel"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[296376.657701531,6851923.919862657],[296376.657284471,6851923.920701874],[296370.784233867,6851935.411133444],[296361.617285084,6851947.397984894]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","CR 20"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[296361.61673438,6851947.3987169],[296360.490153448,6851948.896189361],[296356.509175356,6851953.395665729],[296335.530149928,6851980.229035903],[296321.664244182,6851989.515722026],[296312.263864128,6852002.293969929],[296305.409614145,6852018.489403763],[296305.397450402,6852018.493486315]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","CR 20"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[298467.636105828,6852371.697495123],[298421.758418842,6852333.933650814],[298403.921658952,6852323.095254194],[298381.948893845,6852308.732647232]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","Chemin de la plage du Guen"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[297364.232727047,6851664.818541061],[297333.408099314,6851645.840677038],[297238.95446314,6851588.78322908],[297177.60395418,6851550.695155995],[297062.219179378,6851482.014904108],[297042.43744699,6851471.641990222],[297026.710043908,6851465.81330845]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","CR 20 Rue du tour a Boulets"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[295378.092216974,6846681.034595028],[295367.774548603,6846679.630253427],[295363.853204419,6846676.693936675],[295359.427226826,6846666.986006064],[295349.956505656,6846656.299634765],[295345.522261736,6846645.572417265],[295340.058364496,6846637.272017852],[295330.285672464,6846630.015923481],[295316.461273077,6846622.233043329],[295307.609398875,6846616.464720083]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","E(602) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[300902.702130924,6852198.169166951],[300888.233702599,6852202.718585852],[300868.008071783,6852211.021460483],[300810.974479758,6852237.062244364],[300766.260154037,6852257.911453639],[300732.552570927,6852274.646531668],[300690.374396875,6852294.926818133],[300629.705119706,6852322.799218343],[300548.457998598,6852359.592775614],[300491.991430919,6852385.202417581],[300473.73048131,6852396.135998492],[300455.121801181,6852410.648162257],[300443.794022954,6852421.043775426]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","A(1637,215) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[297132.537734507,6849536.283951824],[297146.00849169,6849512.799629264],[297157.281231115,6849498.186170023],[297164.427191027,6849489.786747111],[297171.97439113,6849485.36302548],[297182.601165713,6849483.328058025],[297191.434475063,6849485.654893485],[297200.132142914,6849486.044053098],[297207.15075011,6849490.11451674],[297212.228092022,6849495.110152617],[297216.519180691,6849502.970361735],[297220.292786475,6849517.260711778],[297223.642563164,6849534.74248734],[297227.892025031,6849548.559274377],[297232.343072825,6849561.355069883],[297238.291130463,6849573.898874045],[297247.224708951,6849588.587092586],[297259.209091902,6849598.68344771],[297265.56039038,6849605.497595841],[297276.086983541,6849616.984905223],[297285.095747519,6849629.853662238],[297291.531508759,6849647.080552541],[297294.254992518,6849672.362490011],[297297.69963999,6849686.755447112],[297301.726465477,6849702.76044627]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","AL(89,85) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[297301.727022172,6849702.762658908],[297304.399471082,6849706.968313434],[297306.025569382,6849711.542228346],[297311.868545596,6849725.91573192],[297320.333066414,6849738.219264002],[297329.773186626,6849745.128282067],[297339.118749297,6849751.468426613],[297345.07682254,6849754.158369664],[297355.288362491,6849756.374088211],[297362.160954418,6849757.227767238],[297373.279474587,6849756.677869373],[297389.389753008,6849754.268628491],[297404.589309917,6849750.467657724],[297415.774665552,6849747.069014815],[297428.239719893,6849742.500723069],[297437.341521075,6849737.270147643],[297455.688534011,6849726.008337929],[297466.264242958,6849717.677755523],[297472.659559002,6849715.678450941]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","AL(85) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[297233.322848248,6849667.360209314],[297236.957197661,6849664.482527309],[297241.309598754,6849665.116800575],[297248.803021514,6849672.281457855],[297258.845397842,6849679.51538272],[297267.212174399,6849683.464980556],[297272.854730872,6849684.218706717],[297279.374138743,6849685.884740031],[297284.321351971,6849689.622226752],[297288.259488937,6849694.627103799],[297295.776325552,6849700.98208198],[297301.727022172,6849702.762658908]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","AL(85) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[296937.654557517,6851398.29269487],[296936.959319726,6851397.154984453],[296940.659609407,6851387.620956895],[296948.838949862,6851379.549655296],[296957.81339151,6851373.400689743],[296964.440960062,6851369.919091864],[296969.218980746,6851367.581784563],[296972.283651081,6851364.698726899],[296974.792659044,6851363.53909363],[296979.7290051,6851362.23984749],[296983.827718289,6851361.167256987],[296987.026246572,6851360.002030917],[296988.506642285,6851357.701464679],[296988.01019763,6851355.636794347],[296986.059029401,6851351.64514458],[296981.345900336,6851350.893870574],[296973.42581333,6851350.268545579],[296965.769054271,6851348.841588222],[296969.035148897,6851344.917551464],[296978.735736152,6851339.582179907],[296984.529285935,6851333.915278923]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","AE(139) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[300092.533617998,6850617.721694545],[300090.161979374,6850620.948015657],[300076.177758377,6850634.123246425],[300056.889379217,6850654.996688612],[300042.258285173,6850673.433855044],[300030.796850752,6850687.148264259],[300021.459840303,6850692.950412082],[300010.389857573,6850695.788497157],[299975.211502211,6850705.577929021]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","B(468,1453,1427,1433,1436) B(1460,1431,1429)commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[297195.381386167,6850030.500047484],[297211.695663474,6850009.769675489],[297227.906590663,6849986.502778759],[297236.938847135,6849972.698177964],[297236.94213544,6849972.69448304]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","AK(231) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[297364.232727047,6851664.818541061],[297355.361422704,6851668.897976724],[297342.437420739,6851672.330713149],[297328.858335496,6851676.318417023],[297319.612888956,6851681.326008048]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","AE(173) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[297319.612888956,6851681.326008048],[297319.604840303,6851681.330367423],[297322.300475374,6851688.394041387],[297324.602154466,6851691.243565945],[297333.129053167,6851696.451079187],[297355.440145481,6851708.172612287],[297365.268493104,6851722.283956972]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","AE(173) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[298027.707103181,6850374.560323769],[298014.391219297,6850358.654306399],[298000.681313958,6850346.513246886],[297985.057136738,6850338.625043868],[297974.087410407,6850327.950817058],[297974.080244013,6850327.944487178]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","AI(948) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[298027.711978122,6850374.566146958],[298038.179827922,6850382.506171598],[298047.384892372,6850386.309055045],[298055.84095072,6850386.480308122],[298065.358194776,6850388.112026462],[298073.059844668,6850391.377452067],[298086.077703846,6850399.516652057],[298093.913795385,6850408.267527574],[298098.305272537,6850413.718444306],[298105.447533397,6850418.24761364],[298117.16079283,6850420.790931443],[298124.488750528,6850422.340472053],[298138.615985433,6850426.792991213],[298149.437992459,6850434.040577166],[298158.417248831,6850439.574201722],[298160.398218355,6850444.016516762]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","AI(948) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[300407.980672951,6852467.125565648],[300411.915101186,6852471.670764771],[300419.667196725,6852470.238974588]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","A(215) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[300090.202725557,6849533.17264947],[300089.605913848,6849529.412442063],[300088.730645554,6849522.458786494],[300096.738458243,6849522.2035946],[300114.121095041,6849521.401516977],[300128.531857235,6849520.606590915],[300144.078555527,6849519.041955273],[300158.751300992,6849517.735122769],[300164.096650687,6849516.264440349],[300169.899624285,6849514.618365618],[300173.776475644,6849512.068499194],[300178.310332934,6849505.505831122],[300183.431468851,6849501.117023067],[300188.686093151,6849500.657943697],[300204.051223345,6849503.650225072],[300210.91378989,6849503.357342138]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","B(2005) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[300419.668574303,6852470.23913327],[300419.177370791,6852478.290252082],[300427.016278705,6852494.338409334],[300435.600751063,6852495.327131063],[300437.844411643,6852493.395374875],[300440.231064984,6852490.663874232],[300441.251403284,6852488.223922406],[300442.35293706,6852486.963229466],[300444.664264855,6852486.014190027],[300453.256417266,6852484.237761668],[300459.075340116,6852482.454805053],[300466.335923204,6852478.597847342],[300471.598234163,6852474.48352152],[300474.68452722,6852473.283664008],[300474.685369169,6852473.283527078]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","A(215) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[300419.668599795,6852470.238715445],[300427.543174341,6852466.754330196],[300436.239662161,6852462.897194462],[300444.947775701,6852459.927911807],[300452.546681894,6852460.984528352],[300458.293220896,6852462.464901342],[300463.414560706,6852463.494633846],[300467.581190703,6852463.602721524],[300472.900566577,6852461.75543056]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","A(215) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[298029.662946168,6850389.551627034],[298030.155784613,6850380.152787633],[298027.711978122,6850374.566146958]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","AI(948) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[298381.947416389,6852308.731656617],[298365.251301634,6852297.537126451]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","Chemin de la plage du Guen"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[300365.321787862,6852431.401399868],[300365.327475011,6852431.404320861],[300380.640490937,6852441.583596421],[300398.470866026,6852451.632515764],[300407.978060318,6852467.121309237]]}","chemin rural","2022-06-20","ERQUY","2021-02-25","A(215) commune"
